name_beer,abv,name_brewery,city,country,latitude,longitude,descript,cat_name,style_name
Cow Palace Scotch Ale 1998,8.7,Egan Brewing,De Pere,United States,44.4489,-88.0604,,British Ale,Scotch Ale
Winter Ale,5.9,Summit Brewing,Saint Paul,United States,44.9139,-93.1396,,British Ale,Old Ale
Winter Ale,6.3,St Peter's Brewery,Bungay,United Kingdom,36.7282,-76.5836,,British Ale,Old Ale
Pride & Joy Mild Ale,3.6375,Three Floyds Brewing,Munster,United States,41.5354,-87.5158,,British Ale,English-Style Pale Mild Ale
Robert the Bruce Scottish Ale,7.0,Three Floyds Brewing,Munster,United States,41.5354,-87.5158,"A big malty body from chocolate and roasted malts, well balanced with just the right combination of hops. Robust yet smooth, a true malt-lover's delight.",British Ale,Scotch Ale
Harvest Ale 2002,11.5,JW Lees and Co (Brewers) Ltd.,Manchester,United Kingdom,53.5412,-2.1734,,British Ale,Old Ale
Triple Exultation Old Ale,9.7,Eel River Brewing,Fortuna,United States,40.5793,-124.15299999999999,,British Ale,Old Ale
Dark Ale,4.5,Coopers Brewery,Regency Park,Australia,-34.8727,138.57299999999998,"A dark brew full of promise. Coopers Dark Ale is a journey in taste, starting fresh and creamy, and finishing with a lingering coffee flavour. 

Conditioned and naturally brewed using the top fermentation method, Coopers 'Dark' is made using roasted and chocolate malts, giving it a rich dark colour and unique flavour. 

Coopers Dark Ale has no additives and no preservatives.",British Ale,English-Style Pale Mild Ale
Old Stock Ale 2007,11.7,North Coast Brewing Company,Fort Bragg,United States,39.4466,-123.806,,British Ale,Old Ale
Cold Hop,6.5,Boulder Beer Company,Boulder,United States,40.0267,-105.24799999999999,,British Ale,English-Style India Pale Ale
Biere de Mars,7.0,Jolly Pumpkin Artisan Ales,Dexter,United States,42.3375,-83.8895,A sustaining beer that is brewed to comfort in the gusty ides of March and welcome in a wealth of warmer weather.,British Ale,Old Ale
Harvest Ale 2006,11.6,JW Lees and Co (Brewers) Ltd.,Manchester,United Kingdom,53.5412,-2.1734,,British Ale,Old Ale
90 Shilling,5.3,Odell Brewing,Fort Collins,United States,40.5894,-105.06299999999999,"We introduced 90 Shilling, our flagship beer, at our opening party in 1989. For a while, we'd been wondering - what would happen if we lightened up the traditional Scottish ale? The result is an irresistibly smooth and delicious medium-bodied amber ale. The name 90 Shilling comes from the Scottish method of taxing beer. Only the highest quality beers were taxed 90 Shillings. A shilling was a British coin used from 1549 to 1982. We think you'll find this original ale brilliantly refreshing, and worth every shilling.",British Ale,Scottish-Style Light Ale
Hot Shot ESB,5.0,Great Divide Brewing,Denver,United States,39.7539,-104.98899999999999,"HotShot ESB is an easy-drinking and remarkably smooth Extra Special Bitter, brewed in the classic-English style. More assertively hopped than ordinary bitters, light copper-colored HotShot showcases clean hop flavors, balanced by its slightly fruity nose and light-caramel malt character.

While HotShot is one of Great Divideâ€™s easiest-drinking and lower alcohol beers, its complex flavor profile makes it the perfect session beer for craft beer lovers.",British Ale,Extra Special Bitter
Kilt Lifter Scottish Ale,8.0,Moylan's Brewery & Restaurant,Novato,United States,38.0941,-122.557,,British Ale,Scotch Ale
Olde Expensive Ale,8.746808510638298,Burton Bridge Brewery,Burton-upon-Trent,United Kingdom,52.8065,-1.6225,,British Ale,Old Ale
Special London Ale,6.4,Youngs & Company Brewery,London,England,51.4611,-0.1966,,British Ale,Old Ale
GABF 25th Year Beer,5.4859375,Boulder Beer Company,Boulder,United States,40.0267,-105.24799999999999,,British Ale,Extra Special Bitter
Hibernation Ale,8.1,Great Divide Brewing,Denver,United States,39.7539,-104.98899999999999,"Great Divideâ€™s award-winning Hibernation Ale is Coloradoâ€™s original strong ale â€“ it has been our winter seasonal each year since 1995. Since that time, Hibernation has become the most sought-after winter beer in Colorado. Hibernationâ€™s massive flavors are so intense that it requires over three months of aging each year. Each summer, while our brewers are still spending their weekends in flip-flops and shorts, they prepare for Julyâ€™s Hibernation brewing schedule.

We cellar Hibernation until late October, when it reaches the peak of perfection. This lengthy aging process gives Hibernation its revered malty richness, complex hop profile and hearty warming character, which is perfect right out of the bottle or cellared for longer periods of time. Hibernation is a lively treat that really beats the winter chill. This scrumptious, collectible, and imminently cellarable ale is only available for six weeks each year, from November 1 to December 15.  Hibernation Ale is the perfect gift or accompaniment to your winter festivities.",British Ale,Old Ale
Wee Heavy Winter Ale,7.239130434782608,Hale's Ales #3,Seattle,United States,47.6592,-122.366,,British Ale,Scotch Ale
2Â° Below,6.6,New Belgium Brewing,Fort Collins,United States,40.5929,-105.07,"Pull on your wool socks and crack open a 2Â° Below Ale. This tasty winter warmer started life as a small batch beer brewed for the Al Johnson Uphill Downhill â€“ a telemark ski race in Crested Butte, Colorado. The Uphill Downhill celebrates the exploits of Al Johnson, letter carrier extraordinaire, who delivered mail by ski in the late 1800â€™s. Dry hopping during fermentation creates a floral nose with a hint of pepper and spicy, subtle undertones. 2Â° Below provides a bright, hoppy palate and a cheery warm afterglow.",British Ale,Extra Special Bitter
Bah Humbug,6.0,Wychwood Brewery,Witney,United Kingdom,51.7523,-1.2558,,British Ale,Old Ale
Harvest Ale 2005,11.5,JW Lees and Co (Brewers) Ltd.,Manchester,United Kingdom,53.5412,-2.1734,,British Ale,Old Ale
Cow Palace Scotch Ale,6.8,Gottberg Brew Pub,Columbus,United States,41.4295,-97.3623,,British Ale,Scotch Ale
Manchester Star Ale,7.3,JW Lees and Co (Brewers) Ltd.,Manchester,United Kingdom,53.5412,-2.1734,,British Ale,Old Ale
The Wise ESB,5.9,Elysian Brewery & Public House,Seattle,United States,47.614,-122.316,,British Ale,Extra Special Bitter
Kilt Lifter Scotch Ale,7.239130434782608,Pike Pub and Brewery,Seattle,United States,47.6081,-122.34,,British Ale,Scotch Ale
Old Woody 2005,10.0,Fish Brewing Company & Fish Tail Brewpub,Olympia,United States,47.0437,-122.897,,British Ale,Old Ale
Wee Heavy,9.5,AleSmith Brewing,San Diego,United States,32.891999999999996,-117.14399999999999,,British Ale,Scotch Ale
Adam,10.0,Hair of the Dog Brewing,Portland,United States,45.4901,-122.64299999999999,,British Ale,Old Ale
5 Barrel Pale Ale,5.3,Odell Brewing,Fort Collins,United States,40.5894,-105.06299999999999,"The distinctive hop character of our 5 Barrel Pale Ale is due to the extraction of essential oils from select hops. We treat 5 Barrel Pale Ale to an infusion of fresh whole hop flowers in the Hop Back and the Fermentor, as well as four hop additions during the kettle boil. We like how this gives the beer a fresh, lively flavor and aroma.",British Ale,Classic English-Style Pale Ale
NoÃ«l,8.746808510638298,Birrificia Le Baladin,Piozzo,Italy,44.5153,7.8922,,British Ale,Old Ale
Old Stock Ale 2004,11.4,North Coast Brewing Company,Fort Bragg,United States,39.4466,-123.806,,British Ale,Old Ale
St Peter's Organic Ale,4.5,St Peter's Brewery,Bungay,United Kingdom,36.7282,-76.5836,"Water is extracted from our own 300â€™ deep borehole and combined with Soil Association accredited light malted barley from Norfolk. Organic hops provide the distinctive palate. The yeast used is St. Peterâ€™s own single strand variety. The result is a delicate, clean, crisp, lightly carbonated, traditional English Ale with a full â€˜citrus hopâ€™ aftertaste. This lovely beer won the Soil Associationâ€™s top prize in 2002 and a silver medal in 2006.",British Ale,Classic English-Style Pale Ale
Brilliant Barstool,5.1,Manayunk Brewery and Restaurant,Philadelphia,United States,40.0236,-75.2202,"A true English session ale brewed in the pale ale style using ye olde techniques of yesteryear. Specially crafted to inspire you and your thirstiest mates barstool conversations. Light copper in colour. This pint is quite malty with just enough East Kent hops for a nice, earthy hoppiness. Naturally cask conditioned, this may be served a little cold for a true Brit but is a 
complimentary double nod to one of the 1st beer styles. Cheers mate!",British Ale,Classic English-Style Pale Ale
Wee Heavier,9.5,Nodding Head Brewpub,Philadelphia,United States,39.9502,-75.1666,,British Ale,Scotch Ale
Anvil Ale,4.8,Iron Hill Brewery - Wilmingon,Wilmington,United States,39.745,-75.5561,"English style best bitter. It is a traditional English pub ale that is easy drinking, often referred to as a \session beer\"". It is medium-bodied and copper colored with a noticeable malt flavor up front that finishes with a hop bitterness and floral hop flavor.""",British Ale,Extra Special Bitter
Dirty Bastard Scotch Style Ale,8.5,Founders Brewing,Grand Rapids,United States,42.9585,-85.6735,"Founders flagship beer. Dirty Bastard is an absolute beautiful beer to behold. Dark ruby in color and brewed with ten varieties of imported malts this beer continuously lives up to its reputation as a bold and powerful ale. Dirty Bastard is complex in the finish with hints of smoke and peat paired with a malty richness, finalized with a good bit of hop attitude.  This beer ain't for the wee lads.",British Ale,Scotch Ale
Anniversary Ale,9.0,Bandana Brewery,Mankato,United States,44.1636,-93.9994,,British Ale,Old Ale
Caramel Apple Ale,3.6375,Olde Main Brewing,Ames,United States,42.0248,-93.6147,,British Ale,English-Style Pale Mild Ale
Wee Heavy,6.5,Belhaven Brewery,East Lothian,United Kingdom,55.997,-2.5098,,British Ale,Scotch Ale
Wee Beast,7.0,Isle of Skye Brewing Company,Isle of Skye,United Kingdom,56.4907,-4.2026,,British Ale,Scotch Ale
Plaid Bastard,8.0,Grand Lake Brewing,Grand Lake,United States,40.2518,-105.82,,British Ale,Scotch Ale
Loyal Duke Scotch Ale,8.6,"Amicas Pizza, Microbrews and More",Salida,United States,38.535,-105.992,,British Ale,Scotch Ale
Oatmeal Stout,4.5,Blue Point Brewing,Patchogue,United States,40.7591,-73.0215,,British Ale,Oatmeal Stout
St. Charles ESB,4.5,Wynkoop Brewing,Denver,United States,39.7535,-104.99799999999999,"Our British-style session beer is cask conditioned and dry hopped. Tea colored with a toasted malt flavor, it's an easy drinker with a light mouthfeel and elgeant hop nose.",British Ale,Extra Special Bitter
Black H2O Oatmeal Stout,6.2,Minneapolis Town Hall Brewery,Minneapolis,United States,44.9732,-93.2479,"This is our darkest and most heavy regular offering. It is virtually black in color and features rich roasted malt flavor with a delicate caramel and vanilla finish. It is carbonated and served with the use of nitrogen gas, giving the Black Water a beautiful cascading pour and thick, creamy foam atop your glass. Made with only the freshest American malts and English hops.",British Ale,Oatmeal Stout
Hope & King Scotch Ale,6.0,Minneapolis Town Hall Brewery,Minneapolis,United States,44.9732,-93.2479,"Hope and King is a full-body brew and is rich in malt complexity. Brewed with both English and American barley and many, many specialty malts this deeply colored ale has hints of roasted chocolate, caramel and raisins with very little hop presence. Our interpretation of the classic ale that originated in Glasgow, Scotland.",British Ale,Scotch Ale
